record_type,domain,year,mean_lat,n_records,fit,fit_lower,fit_upper,trend_per_decade,p_value
event,SH,1988,17.06540298461914,1597,17.094582150199194,16.586620700563167,17.489269145017726,0.15148665688254617,0.17211938190333276
event,SH,1989,17.643434524536133,2262,17.109730815887453,16.62118057842054,17.488713252218787,0.15148665688254617,0.17211938190333276
event,SH,1990,16.134361267089844,1896,17.124879481575704,16.66158968329218,17.485719169706936,0.15148665688254617,0.17211938190333276
event,SH,1991,15.48810863494873,1829,17.140028147263962,16.6967798761183,17.47907519676283,0.15148665688254617,0.17211938190333276
event,SH,1992,16.914226531982422,1912,17.155176812952213,16.730385477825585,17.478875977330024,0.15148665688254617,0.17211938190333276
event,SH,1993,17.42437744140625,1805,17.17032547864047,16.762210183039958,17.477455442244356,0.15148665688254617,0.17211938190333276
event,SH,1994,16.904115676879883,2369,17.185474144328722,16.794627226780023,17.473690467045802,0.15148665688254617,0.17211938190333276
event,SH,1995,16.657039642333984,1570,17.20062281001698,16.822378575827816,17.481234752337798,0.15148665688254617,0.17211938190333276
event,SH,1996,15.162065505981445,2470,17.215771475705232,16.84626198493455,17.489648818346588,0.15148665688254617,0.17211938190333276
event,SH,1997,17.297882080078125,2785,17.23092014139349,16.871154654007288,17.49224524957896,0.15148665688254617,0.17211938190333276
event,SH,1998,17.55014991760254,2317,17.24606880708174,16.891164495193987,17.50277683192787,0.15148665688254617,0.17211938190333276
event,SH,1999,18.89845085144043,1711,17.26121747277,16.912352287472064,17.527681501853817,0.15148665688254617,0.17211938190333276
event,SH,2000,18.279354095458984,2073,17.27636613845825,16.931611519492854,17.543981717698312,0.15148665688254617,0.17211938190333276
event,SH,2001,17.320693969726562,1742,17.29151480414651,16.946799278259277,17.551527820034423,0.15148665688254617,0.17211938190333276
event,SH,2002,16.196292877197266,1713,17.30666346983476,16.963957914631088,17.56517758533242,0.15148665688254617,0.17211938190333276
event,SH,2003,16.416475296020508,2449,17.321812135523018,16.977231951802867,17.57570213749025,0.15148665688254617,0.17211938190333276
event,SH,2004,16.410276412963867,1669,17.33696080121127,16.992142796823472,17.597728651504134,0.15148665688254617,0.17211938190333276
event,SH,2005,17.08275604248047,1818,17.352109466899527,16.998255175670536,17.615646632991048,0.15148665688254617,0.17211938190333276
event,SH,2006,16.213834762573242,1666,17.36725813258778,17.001220691914384,17.641427540689676,0.15148665688254617,0.17211938190333276
event,SH,2007,16.66804313659668,1915,17.382406798276037,17.00352146910504,17.665127897488276,0.15148665688254617,0.17211938190333276
event,SH,2008,16.989482879638672,1859,17.397555463964288,17.00754200583206,17.692558847168133,0.15148665688254617,0.17211938190333276
event,SH,2009,17.27876091003418,1655,17.412704129652546,17.014692206630457,17.71687331823529,0.15148665688254617,0.17211938190333276
event,SH,2010,17.396175384521484,1556,17.427852795340797,17.017719309737593,17.750049540151494,0.15148665688254617,0.17211938190333276
event,SH,2011,19.46808433532715,1565,17.443001461029056,17.02814145193139,17.780718834036936,0.15148665688254617,0.17211938190333276
event,SH,2012,18.701744079589844,1750,17.458150126717307,17.02735258363988,17.80986148821851,0.15148665688254617,0.17211938190333276
event,SH,2013,16.893369674682617,1644,17.473298792405565,17.037779958465684,17.843929349115196,0.15148665688254617,0.17211938190333276
event,SH,2014,18.89084815979004,1721,17.488447458093816,17.035310484490612,17.875319738825837,0.15148665688254617,0.17211938190333276
event,SH,2015,18.2811336517334,1659,17.503596123782074,17.028241918581134,17.906710128536478,0.15148665688254617,0.17211938190333276
event,SH,2016,17.96919822692871,1172,17.518744789470325,17.025678529564352,17.937967390135118,0.15148665688254617,0.17211938190333276
event,SH,2017,17.70454216003418,1299,17.533893455158584,17.019022851582985,17.97676045758475,0.15148665688254617,0.17211938190333276
event,SH,2018,17.84503936767578,1986,17.549042120846835,17.007104997383617,18.000648117613334,0.15148665688254617,0.17211938190333276
event,SH,2019,16.10834312438965,1912,17.564190786535093,17.01134650651784,18.039887763057802,0.15148665688254617,0.17211938190333276
event,SH,2020,17.669864654541016,1762,17.579339452223344,17.01494155648705,18.073822982548375,0.15148665688254617,0.17211938190333276
event,SH,2021,16.807659149169922,1893,17.594488117911595,17.01119014040392,18.11214185681718,0.15148665688254617,0.17211938190333276
event,SH,2022,18.220985412597656,2180,17.609636783599854,17.006802575799515,18.143505351885235,0.15148665688254617,0.17211938190333276
event,SH,2023,17.454700469970703,1585,17.624785449288105,17.003422307216475,18.17549567221308,0.15148665688254617,0.17211938190333276
