lat,lon,trend,p_value,valid_years
-42.5,182.5,0.11516210904685407,0.5583509093759852,16
-42.5,183.5,-0.025653727915848634,1.0,14
-42.5,184.5,-0.48915758298202405,0.24638736002924666,13
-42.5,185.5,-0.27936599555873376,0.36012164775537825,13
-42.5,186.5,-0.1066283034562619,1.0,14
-42.5,187.5,0.17421570913111523,0.7603323075218761,13
-42.5,188.5,-0.09838456553306804,0.9453298708327,12
-42.5,189.5,-0.5587726418318526,0.19261627432960227,12
-42.5,190.5,-0.6875231771758115,0.35020138917929566,11
-42.5,191.5,-1.4480030402406725,0.06410357671243591,12
-42.5,192.5,-1.007338968556062,0.36012164775537825,13
-42.5,193.5,-0.4098661757995753,0.3244236905215787,14
-42.5,194.5,-1.1451943149666541,0.044083783741320944,13
-42.5,195.5,-1.2248018066599946,0.11475673431864909,12
-42.5,196.5,-0.07506308381242865,0.9128140271840749,14
-42.5,197.5,-0.14178136092693044,0.7425568219265776,14
-42.5,198.5,0.13882175843430727,0.8547770980655479,13
-42.5,199.5,0.14956013093776785,0.9211586502250249,15
-42.5,200.5,-0.1717875233271132,0.6206907170753546,15
-42.5,201.5,0.8068715525398705,0.5334165134726944,11
-42.5,202.5,0.17278562913571116,0.8370114751054462,12
-42.5,203.5,-0.8195123469886625,0.16112494928905186,11
-42.5,204.5,0.14079670329670316,0.7205147871362552,10
-41.5,53.5,-0.7663548123865294,0.06410357671243591,12
-41.5,54.5,-0.6249170927811759,0.2001281176786024,13
-41.5,55.5,-0.27508524601409295,0.5021582515007486,13
-41.5,56.5,-0.5275101174637616,0.6693340144640527,13
-41.5,57.5,-0.8441464378209916,0.37305311625145265,15
-41.5,58.5,-0.3821027432298587,0.2437222847721744,12
-41.5,59.5,0.24887333965844513,0.5371338571769023,12
-41.5,60.5,0.2592295821462489,0.7603323075218761,13
-41.5,61.5,0.3418222402597403,0.1546297519658153,14
-41.5,62.5,0.12500000000000078,0.6206907170753546,15
-41.5,63.5,0.12619741339432586,0.640428787412791,11
-41.5,65.5,-1.1902429467084639,0.28313087066234666,10
-41.5,66.5,-0.363580611104215,0.7205147871362552,10
-41.5,67.5,-0.02047982619140713,0.9453298708327,12
-41.5,71.5,-0.36443696032909756,0.3726914904715183,12
-41.5,72.5,0.13025929549902163,0.7618733947779845,18
-41.5,73.5,0.23911091273279425,0.2660517601229595,17
-41.5,74.5,0.440499858657621,0.4440436396628866,16
-41.5,75.5,0.027173422406789077,0.9128140271840749,14
-41.5,76.5,-0.39092860730965673,0.6312218204782533,12
-41.5,77.5,-0.40374318798032005,0.6693340144640527,13
-41.5,78.5,0.5610908907087249,0.8580276569875211,10
-41.5,80.5,0.34836497890295226,0.8762696636277617,11
-41.5,81.5,-0.3240740740740734,0.5915050369949166,10
-41.5,84.5,0.2836970385980475,0.21291190281150452,11
