domain,surface,year,N_t,TCP_mean,fit,fit_lower,fit_upper,trend_per_decade,p_value
SH,land,2013,52698.0,26.520432227029488,23.66718337751252,22.809476812123457,24.257234584912496,0.13659153947225733,0.46030716787530535
SH,land,2014,49807.0,23.323999277210028,23.680842531459746,22.814113832747868,24.282760329338537,0.13659153947225733,0.46030716787530535
SH,land,2015,47994.0,23.760936262866192,23.69450168540697,22.799652278881137,24.316197844134976,0.13659153947225733,0.46030716787530535
SH,land,2016,14842.0,25.5747965233796,23.708160839354196,22.796189495395534,24.344428559203116,0.13659153947225733,0.46030716787530535
SH,land,2017,38764.0,24.086703900526263,23.721819993301423,22.789968369865473,24.379435458281108,0.13659153947225733,0.46030716787530535
SH,land,2018,41950.0,24.046912705601905,23.735479147248647,22.78359292583659,24.405322927063878,0.13659153947225733,0.46030716787530535
SH,land,2019,44746.0,23.744704554597057,23.749138301195874,22.784676589675087,24.42892657214778,0.13659153947225733,0.46030716787530535
SH,land,2020,54327.0,22.619325786441365,23.762797455143097,22.766068532179812,24.447541719763137,0.13659153947225733,0.46030716787530535
SH,land,2021,36402.0,22.357557744079994,23.776456609090324,22.742491045198825,24.48536849257438,0.13659153947225733,0.46030716787530535
SH,land,2022,58960.0,23.666942401628226,23.79011576303755,22.725125799115453,24.517151375774805,0.13659153947225733,0.46030716787530535
SH,land,2023,57258.0,23.335621869433094,23.803774916984775,22.7072369514735,24.557222990425853,0.13659153947225733,0.46030716787530535
SH,ocean,1980,801454.0,19.188143424326285,19.78818259240735,19.036670566310644,20.668207382509863,-0.023139027612275386,0.863482766117042
SH,ocean,1981,783673.0,19.225441606384294,19.785868689646122,19.054986348225633,20.638928167017546,-0.023139027612275386,0.863482766117042
SH,ocean,1982,901492.0,19.311595998633376,19.783554786884892,19.076910077889874,20.61032093842279,-0.023139027612275386,0.863482766117042
SH,ocean,1983,1397985.0,17.20417676870639,19.781240884123665,19.101156168862637,20.58122682803318,-0.023139027612275386,0.863482766117042
SH,ocean,1984,753876.0,20.667143111068665,19.77892698136244,19.118065870047847,20.55677427795495,-0.023139027612275386,0.863482766117042
SH,ocean,1985,1061027.0,19.7382679705606,19.77661307860121,19.134975571233053,20.53971639273078,-0.023139027612275386,0.863482766117042
SH,ocean,1986,1030622.0,19.93029849935282,19.774299175839985,19.151885272418255,20.513894037578424,-0.023139027612275386,0.863482766117042
SH,ocean,1987,913988.0,19.463857293531206,19.771985273078755,19.16911687868761,20.48953503120431,-0.023139027612275386,0.863482766117042
SH,ocean,1988,1052280.0,20.95670524955335,19.76967137031753,19.196996257734074,20.46764186708526,-0.023139027612275386,0.863482766117042
SH,ocean,1989,1214743.0,20.366536790086464,19.7673574675563,19.229715233228404,20.456792826708902,-0.023139027612275386,0.863482766117042
SH,ocean,1990,1355605.0,20.577115383906076,19.76504356479507,19.241873937892368,20.44640216805914,-0.023139027612275386,0.863482766117042
SH,ocean,1991,929669.0,20.083606100665936,19.762729662033845,19.253633934466773,20.423691505447636,-0.023139027612275386,0.863482766117042
SH,ocean,1992,1306415.0,20.50317487169085,19.760415759272618,19.27735409705634,20.392854229810716,-0.023139027612275386,0.863482766117042
SH,ocean,1993,918213.0,20.049936125931566,19.75810185651139,19.28778240061818,20.369200169164486,-0.023139027612275386,0.863482766117042
SH,ocean,1994,1146710.0,18.87711321955856,19.755787953750165,19.296255731028047,20.34992527845804,-0.023139027612275386,0.863482766117042
SH,ocean,1995,778021.0,18.313175222776763,19.753474050988935,19.304602340603175,20.33173583830825,-0.023139027612275386,0.863482766117042
SH,ocean,1996,1066289.0,18.8570831172412,19.751160148227708,19.322264097954317,20.317552482613035,-0.023139027612275386,0.863482766117042
SH,ocean,1997,1483764.0,19.696946549451262,19.74884624546648,19.329198572580875,20.31588939787077,-0.023139027612275386,0.863482766117042
SH,ocean,1998,1240431.0,19.168824835883658,19.74653234270525,19.32489148179289,20.316423558626997,-0.023139027612275386,0.863482766117042
SH,ocean,1999,729329.0,20.547495026250157,19.744218439944024,19.3266122069905,20.303579305430517,-0.023139027612275386,0.863482766117042
SH,ocean,2000,761062.0,18.998501935453355,19.741904537182798,19.344913009349245,20.299743514127865,-0.023139027612275386,0.863482766117042
SH,ocean,2001,689779.0,19.998721329585273,19.73959063442157,19.35024690557676,20.29037043424388,-0.023139027612275386,0.863482766117042
SH,ocean,2002,824343.0,19.984093757088978,19.737276731660344,19.346611393201943,20.284848062363487,-0.023139027612275386,0.863482766117042
SH,ocean,2003,929512.0,20.31761128420074,19.734962828899114,19.345718619524252,20.286996065540226,-0.023139027612275386,0.863482766117042
SH,ocean,2004,712069.0,20.151946229929965,19.732648926137887,19.343425208417507,20.296529835389514,-0.023139027612275386,0.863482766117042
SH,ocean,2005,810338.0,20.51409596982987,19.73033502337666,19.341111305656277,20.3007272692833,-0.023139027612275386,0.863482766117042
SH,ocean,2006,623778.0,20.418666416577693,19.72802112061543,19.338797402895047,20.325444938505388,-0.023139027612275386,0.863482766117042
SH,ocean,2007,868352.0,20.09780641951651,19.725707217854204,19.315552087395655,20.32345945922012,-0.023139027612275386,0.863482766117042
SH,ocean,2008,729343.0,21.031734588526934,19.723393315092977,19.3052303560293,20.32283031262619,-0.023139027612275386,0.863482766117042
SH,ocean,2009,668162.0,19.730822689706986,19.72107941233175,19.29816461250266,20.32352962788449,-0.023139027612275386,0.863482766117042
SH,ocean,2010,796885.0,20.993335299321732,19.718765509570524,19.27933679985404,20.336084089509942,-0.023139027612275386,0.863482766117042
SH,ocean,2011,670926.0,21.352746711261748,19.716451606809294,19.260311849432377,20.346896029330864,-0.023139027612275386,0.863482766117042
SH,ocean,2012,755873.0,20.751181613842537,19.714137704048067,19.250382795183537,20.357258178351742,-0.023139027612275386,0.863482766117042
SH,ocean,2013,807397.0,20.828913780952863,19.71182380128684,19.239832743553407,20.366590366743953,-0.023139027612275386,0.863482766117042
SH,ocean,2014,753501.0,19.514405090371483,19.70950989852561,19.21123142474225,20.39746734203469,-0.023139027612275386,0.863482766117042
SH,ocean,2015,916227.0,18.37629015516897,19.707195995764383,19.183162022752505,20.42463194200269,-0.023139027612275386,0.863482766117042
SH,ocean,2016,484833.0,19.66523392590851,19.704882093003157,19.167215505216394,20.442765358306946,-0.023139027612275386,0.863482766117042
SH,ocean,2017,431100.0,18.89960069589422,19.70256819024193,19.154641823176892,20.459888808811453,-0.023139027612275386,0.863482766117042
SH,ocean,2018,920112.0,18.419578268732504,19.700254287480703,19.132783218078753,20.476394446926083,-0.023139027612275386,0.863482766117042
SH,ocean,2019,789570.0,18.429647782970477,19.697940384719473,19.1071687816199,20.488791214726852,-0.023139027612275386,0.863482766117042
SH,ocean,2020,788365.0,18.866950841298127,19.695626481958247,19.078406152082675,20.508959648929697,-0.023139027612275386,0.863482766117042
SH,ocean,2021,641878.0,19.222993123303805,19.69331257919702,19.050324827773252,20.537335965783285,-0.023139027612275386,0.863482766117042
SH,ocean,2022,917381.0,19.426933411526946,19.69099867643579,19.02823369567931,20.560327092473948,-0.023139027612275386,0.863482766117042
SH,ocean,2023,572733.0,19.678941496299323,19.688684773674563,19.001208013974743,20.58295098039802,-0.023139027612275386,0.863482766117042
